,Date,Open,High,Low,Close,Adj Close,Volume
0,2019-07-09,199.199997,201.509995,198.809998,201.240005,201.240005,20578000
1,2019-07-10,201.850006,203.729996,201.559998,203.229996,203.229996,17897100
2,2019-07-11,203.309998,204.389999,201.71000700000002,201.75,201.75,20191800
3,2019-07-12,202.449997,204.0,202.199997,203.300003,203.300003,17595200
4,2019-07-15,204.08999599999999,205.869995,204.0,205.21000700000002,205.21000700000002,16937700
