Ticker,Name,Price,Dividend Yield,Market Cap,P/E Ratio,Payout Ratio,Beta,EV/EBIT Ratio
FBNC,First Bancorp (North Carolina),36.73,0.012,1092,11.8,0.142,0.8,2
FBP,First BanCorp (Puerto Rico),10.05,0.009,2184,9.9,0.089,0.9,1.4
FC,Franklin Covey Co.,36.5,0,510,-99.5,0,1,255.5
FCAP,"First Capital, Inc.",60.74,0.015,204,20.2,0.309,-0.2,-7.4
FCBC,"First Community Bancshares, Inc. (Virginia)",32.68,0.027,544,13.6,0.367,0.7,6.3
FCBP,First Choice Bancorp (California),21.02,0.038,247,10.5,0.4,0.5,3.4
FCCY,1st Constitution Bancorp,18.36,0.016,159,11.1,0.172,0.2,2.9
FCF,First Commonwealth Financial Corp. (Pennsylvania),13.37,0.028,1317,12.7,0.361,1,5.5
FCFS,"FirstCash, Inc.",94.15,0.01,4045,26.1,0.269,0.9,19.6
FCN,"FTI Consulting, Inc.",108.58,0,4076,20.6,0,0.9,14.5
FCPT,"Four Corners Property Trust, Inc.",28.52,0.04,1951,25.9,1.033,0.4,26.3
FDBC,"Fidelity D&D Bancorp, Inc.",63.19,0.016,239,20.7,0.334,0.6,2.4
FDEF,First Defiance Financial Corp.,28.82,0.025,569,12.3,0.308,0.8,3.8
FDP,"Fresh Del Monte Produce, Inc.",30.73,0.01,1486,80.2,0.782,0.6,27.9
FELE,"Franklin Electric Co., Inc.",46.77,0.011,2167,22.8,0.258,1.1,18.2
FET,"Forum Energy Technologies, Inc.",1.75,0,193,-0.5,0,2.1,
FF,FutureFuel Corp.,11.62,0.021,508,24.8,0.513,1,4.8
FFBC,First Financial Bancorp (Ohio),24.71,0.034,2500,11.8,0.402,1,1.3
FFG,"FBL Financial Group, Inc.",59.95,0.031,2957,14.4,0.45,0.7,12
FFIC,Flushing Financial Corp.,20.41,0.04,575,12.2,0.491,0.7,9.7
FFIN,"First Financial Bankshares, Inc.",33.26,0.013,4517,28.4,0.372,0.8,2.4
FFNW,"First Financial Northwest, Inc.",14.9,0.022,155,14.9,0.33,0.5,2.4
FFWM,"First Foundation, Inc.",15.08,0.007,673,12.8,0.085,0.8,4.4
FG,FGL Holdings,8.01,0.002,1776,18.2,0.046,1,10.5
FGBI,"First Guaranty Bancshares, Inc.",21.83,0.029,192,15.6,0.456,0.8,-4.6
FGEN,"FibroGen, Inc.",39.9,0,3468,71.9,0,1.6,52.7
FI,Frank's International NV,5.02,0,1131,-17,0,1.5,
FIBK,"First Interstate BancSystem, Inc. (Montana)",40.53,0.029,2644,15.2,0.444,0.8,-4.3
FII,"Federated Investors, Inc.",31.93,0.034,3231,13.5,0.457,0.5,9.6
FISI,"Financial Institutions, Inc.",30.78,0.032,492,12.4,0.395,0.7,3.4
FIT,"Fitbit, Inc.",4.1,0,1059,-7.8,0,1.5,
FIVN,"Five9, Inc.",58.43,0,3544,-2608.5,0,1.6,289.9
FIX,"Comfort Systems USA, Inc.",42.63,0.009,1571,14.7,0.128,1,10.9
FIXX,"Homology Medicines, Inc.",20.98,0,922,-9.7,0,1.1,
FIZZ,National Beverage Corp.,45.04,0,2100,16.6,0,0.6,9.4
FLDM,Fluidigm Corp.,5.59,0,388,-4.1,0,0.9,
FLIC,The First of Long Island Corp.,23.13,0.029,571,14,0.412,0.8,2.1
FLMN,Falcon Minerals Corp.,6.6,0.071,567,10.6,0.758,1,11.7
FLNT,"Fluent, Inc.",2.9,0,223,28.9,0,1,14.7
FLOW,"SPX Flow, Inc.",38.85,0,1654,18.8,0,1.5,11.8
FLWS,"1-800-FLOWERS.COM, Inc.",14.22,0,918,26.2,0,1.2,18.6
FLXN,"Flexion Therapeutics, Inc.",14.97,0,570,-3.5,0,1.4,
FLXS,"Flexsteel Industries, Inc.",15.75,0.056,125,-3.8,-0.213,0.9,
FMAO,"Farmers & Merchants Bancorp, Inc. (Ohio)",26.25,0.022,292,16.4,0.368,0.5,-0.2
FMBH,"First Mid Bancshares, Inc.",34.51,0.021,576,13.2,0.275,0.8,-3.5
FMBI,"First Midwest Bancorp, Inc. (Illinois)",19.9,0.025,2198,11.2,0.277,1,1.5
FMNB,Farmers National Banc Corp.,14.64,0.023,405,12.1,0.28,0.8,0.3
FN,Fabrinet,52.88,0,1949,16.1,0,1.5,11.5
FNCB,"FNCB Bancorp, Inc.",8.14,0.023,164,10.2,0.238,0.5,-2.7
FNHC,FedNat Holding Co.,13.37,0.024,177,91.1,2.18,0.7,10.8
FNKO,"Funko, Inc.",21.92,0,1123,37.8,0,1.5,19.6
FNLC,"The First Bancorp, Inc. (Maine)",27.2,0.043,296,11.8,0.509,0.6,-1.3
FNSR,Finisar Corp.,24.3,0,2919,-66,0,1,
FNWB,First Northwest Bancorp (Washington),16.76,0.005,183,20.3,0.109,0.4,1.1
FOCS,"Focus Financial Partners, Inc.",23.99,0,1666,-356.5,0,1.3,73
FOE,Ferro Corp.,11.9,0,975,19.2,0,1.4,16.9
FOLD,"Amicus Therapeutics, Inc.",9.45,0,2406,-4.4,0,1.6,
FOR,"Forestar Group, Inc.",20.33,0,853,20.9,0,1,24.8
FORM,"FormFactor, Inc.",19.35,0,1455,13.6,0,1.5,29.4
FORR,"Forrester Research, Inc.",35.15,0,652,-274,0,1,65.2
FOSL,"Fossil Group, Inc.",12.34,0,623,18.4,0,1.6,6.6
FOXF,Fox Factory Holding Corp.,63.3,0,2432,28.2,0,1.4,25.1
FPI,"Farmland Partners, Inc.",6.61,0.03,196,46.4,1.403,0.6,22.8
FPRX,"Five Prime Therapeutics, Inc.",5.23,0,192,-1.2,0,1.4,
FR,"First Industrial Realty Trust, Inc.",39.58,0.023,5006,34.4,0.778,0.7,31.5
FRAC,"Keane Group, Inc.",6.2,0,651,73.2,0,1.5,20.7
FRAF,Franklin Financial Services Corp. (Pennsylvania),35.82,0.031,155,10.5,0.325,0.2,-3.2
FRBA,"First Bank (Hamilton, New Jersey)",11.13,0.011,207,12.5,0.134,0.4,5.7
FRBK,"Republic First Bancorp, Inc.",4.54,0,267,50.5,0,0.9,-5.3
FRGI,"Fiesta Restaurant Group, Inc.",10.53,0,289,-6,0,0.6,
FRME,First Merchants Corp. (Indiana),38.43,0.024,2155,11.6,0.279,1,3.2
FRPH,"FRP Holdings, Inc.",50.82,0,501,34.5,0,0.8,34.4
FRPT,Freshpet Inc.,49.61,0,1790,-239.9,0,0.9,
FRTA,"Forterra, Inc.",7.27,0,467,-13.9,0,1.8,27.5
FSB,"Franklin Financial Network, Inc.",30.59,0,447,19.9,0,0.8,0
FSBW,"FS Bancorp, Inc.",51.6,0.011,231,8.3,0.093,0.4,2.8
FSCT,"ForeScout Technologies, Inc.",37.3,0,1724,-18.1,0,1.6,
FSP,Franklin Street Properties Corp.,8.32,0.043,892,77.9,3.371,0.8,35.7
FSS,Federal Signal Corp.,31.7,0.01,1913,18.2,0.184,1.1,14.5
FSTR,L.B. Foster Co.,22.01,0,233,-9.9,0,1.3,8.7
FTK,"Flotek Industries, Inc.",2.2,0,127,-2.9,0,1.7,
FTR,Frontier Communications Corp.,1.01,0,106,0,0,1.9,
FTSI,"FTS International, Inc.",2.78,0,303,11.2,0,1.6,10.8
FTSV,"Forty Seven, Inc.",7.63,0,239,-2.8,0,1.2,
FUL,H.B. Fuller Co.,47.21,0.013,2404,18.7,0.247,1.2,15.9
FULT,Fulton Financial Corp.,16.49,0.03,2742,11.8,0.359,0.9,4.1
FVCB,"FVCBankcorp, Inc.",18.68,0,259,19,0,0.3,2.3
FWRD,Forward Air Corp.,63.26,0.011,1791,20.2,0.22,0.9,14.7
GABC,"German American Bancorp, Inc.",32.46,0.02,865,14.7,0.29,0.9,2.5
GAIA,"Gaia, Inc.",7.48,0,138,-4.1,0,1,
GALT,"Galectin Therapeutics, Inc.",3.73,0,211,-13.7,0,1.3,
GATX,GATX Corp.,77.67,0.023,2773,13.9,0.321,1.2,22.3
GBCI,"Glacier Bancorp, Inc.",40.72,0.026,3528,17.2,0.445,0.9,3.9
GBL,"GAMCO Investors, Inc.",19.46,0.004,539,5.4,0.022,0.8,3.4
GBLI,Global Indemnity Ltd.,26.01,0.038,371,-19.4,-0.745,0.8,
GBT,"Global Blood Therapeutics, Inc.",54.68,0,3282,-15,0,1.8,
GBX,"Greenbrier Cos., Inc.",29.84,0.034,969,14.6,0.488,1.4,6.2
GCAP,"GAIN Capital Holdings, Inc.",5.68,0.042,252,-11,-0.465,0.7,
GCBC,"Greene County Bancorp, Inc.",28,0.014,239,13.7,0.195,0.3,3.6
GCI,"Gannett Co., Inc.",10.93,0.059,1253,89.9,5.263,0.5,22.1
GCO,"Genesco, Inc.",39.05,0,586,9,0,0.9,5.2
GCP,"GCP Applied Technologies, Inc.",20.8,0,1512,16.9,0,0.9,17.5
GDEN,"Golden Entertainment, Inc.",13.44,0,374,-7.4,0,1.7,27.8
GDOT,Green Dot Corp.,27.87,0,1444,12.5,0,1.2,2.8
GDP,Goodrich Petroleum Corp.,11.03,0,136,6.1,0,0.8,6.3
GEF,"Greif, Inc.",38.48,0.046,1857,15.5,0.711,1.4,11.3
GEF.B,"Greif, Inc.",46.94,0.037,2266,12.7,0.475,1.2,10.3
GEN,"Genesis Healthcare, Inc.",1.32,0,218,-0.9,0,1.2,10.8
GENC,"Gencor Industries, Inc.",11.65,0,169,12.1,0,0.9,3.5
GEO,"The GEO Group, Inc.",17.45,0.109,2116,13.4,1.459,0.7,15.2
GEOS,Geospace Technologies Corp.,14.78,0,201,-21.9,0,1.2,
GERN,Geron Corp.,1.43,0,269,-7.2,0,1.7,
GES,"Guess?, Inc.",17.48,0.045,1147,86,3.875,1.3,22.8
GFF,Griffon Corp.,20.64,0.014,966,-116.9,-1.629,1,14.2
GFN,General Finance Corp.,9.8,0,299,-24.5,0,1.3,39.9
GHDX,"Genomic Health, Inc.",70.97,0,2646,51.8,0,1.4,53.1
GHL,"Greenhill & Co., Inc.",13.59,0.015,277,-51.9,-0.764,0.9,23.9
GHM,Graham Corp.,19.8,0.02,196,-76.4,-1.544,0.9,
GIII,G-III Apparel Group Ltd.,24.06,0,1149,8.4,0,1.7,5.5
GKOS,Glaukos Corp.,73.73,0,2716,-212.5,0,1.5,
GLDD,Great Lakes Dredge & Dock Corp.,10.24,0,654,20.3,0,1,8
GLNG,Golar LNG Ltd.,13.14,0.044,1331,-4.1,-0.181,1.4,
GLOG,GasLog Ltd.,13.57,0.044,1096,-73.1,-3.233,1.1,20.6
GLRE,Greenlight Capital Re Ltd.,10.58,0,389,-2.6,0,0.6,
GLT,P.H. Glatfelter Co.,15.07,0.035,666,-4,-0.138,1.1,28.6
GLUU,"Glu Mobile, Inc.",5.08,0,741,470.4,0,1.6,1384.2
GLYC,"GlycoMimetics, Inc.",4.41,0,190,-3.4,0,2.5,
GME,GameStop Corp.,4.7,0,425,-0.4,0,1.1,
GMED,"Globus Medical, Inc.",51.84,0,5136,35.7,0,0.7,28.5
GMRE,"Global Medical REIT, Inc.",11.46,0.07,451,31.2,2.18,0.2,26.1
GMS,"GMS, Inc.",28.07,0,1169,16.3,0,1.5,14
GNC,"GNC Holdings, Inc.",2.5,0,211,4.9,0,1.4,5.8
GNE,Genie Energy Ltd.,7.52,0.04,205,12.7,0.507,0.8,43.5
GNK,Genco Shipping & Trading Ltd.,9.56,0,398,-21.9,0,1.5,49.7
GNL,"Global Net Lease, Inc.",19.49,0.091,1647,160.1,14.585,0.6,38.6
GNLN,"Greenlane Holdings, Inc.",4.54,0,426,-1.8,0,-0.3,
GNMK,"GenMark Diagnostics, Inc.",6.18,0,355,-7.2,0,1.4,
GNRC,"Generac Holdings, Inc.",79.99,0,4989,19.6,0,1.2,14.8
GNTY,"Guaranty Bancshares, Inc. (Texas)",31.89,0.021,369,16.4,0.34,0.4,2.5
GNW,"Genworth Financial, Inc.",4.47,0,2250,14.2,0,0.8,-70.8
GOGO,"Gogo, Inc.",6.36,0,560,-2.6,0,1.1,
GOLF,Acushnet Holdings Corp.,27.36,0.02,2062,22.6,0.446,0.9,15
GOOD,Gladstone Commercial Corp.,23,0.065,733,432.3,28.195,0.5,33
GORO,Gold Resource Corp.,3.72,0.005,244,83.8,0.45,-0.2,24.4
GOSS,"Gossamer Bio, Inc.",22.01,0,1451,-7.4,0,-0.6,
GPI,"Group 1 Automotive, Inc.",86.16,0.012,1600,10.6,0.128,0.9,12.7
GPMT,"Granite Point Mortgage Trust, Inc.",18.76,0.09,1029,12.9,1.16,0.4,12.9
GPOR,Gulfport Energy Corp.,3.21,0,512,1,0,1.7,5.4
GPRE,"Green Plains, Inc.",10.1,0.048,386,-8.6,-0.408,1.4,35.1
GPRO,"GoPro, Inc.",4.66,0,721,-21.4,0,1.2,
GPX,GP Strategies Corp.,13.25,0,224,30.7,0,1.1,20.4
GRBK,"Green Brick Partners, Inc.",10.8,0,546,10.4,0,0.7,9.7
GRC,The Gorman-Rupp Co.,34.02,0.016,889,23.4,0.365,1.1,15.5
GRIF,"Griffin Industrial Realty, Inc.",39.23,0,199,39.8,0,0.3,25.1
GRPN,"Groupon, Inc.",2.82,0,1601,200,0,1,26.2
GRTS,"Gritstone Oncology, Inc.",9.67,0,346,-1,0,-0.2,
GSBC,"Great Southern Bancorp, Inc. (Missouri)",59.23,0.022,842,11.1,0.24,0.8,4
GSHD,"Goosehead Insurance, Inc.",49.19,0,1790,189.8,0,0.9,
GSIT,"GSI Technology, Inc.",8.41,0,193,109.6,0,0.7,103.3
GTHX,"G1 Therapeutics, Inc.",33.57,0,1260,-12.5,0,2.3,
GTLS,"Chart Industries, Inc.",65.76,0,2353,40.5,0,1.4,27.4
GTN,"Gray Television, Inc.",15.96,0,1615,9.3,0,1.2,13.6
GTS,Triple-S Management Corp.,15.4,0,375,9.9,0,1,-12.2
GTT,"GTT Communications, Inc.",9.81,0,553,-4,0,1.6,27.4
GTY,Getty Realty Corp.,31.91,0.043,1312,27.4,1.174,0.5,23.7
GTYH,"GTY Technology Holdings, Inc.",6.54,0,341,-8.3,0,0.2,
GVA,"Granite Construction, Inc.",33.16,0.016,1553,-22.3,-0.349,1.2,
GWB,"Great Western Bancorp, Inc. (South Dakota)",32.8,0.032,1868,11.9,0.381,0.9,1.1
GWGH,"GWG Holdings, Inc.",10.7,0,353,-0.6,0,0.6,
GWRS,"Global Water Resources, Inc.",12.57,0.023,271,137.4,3.116,0.5,47.9
HA,"Hawaiian Holdings, Inc.",26.97,0.018,1275,6.1,0.108,1.3,3.6
HABT,"The Habit Restaurants, Inc.",8.96,0,234,99.8,0,0.8,31.4
HAE,Haemonetics Corp.,129.44,0,6572,134.7,0,1.1,59.7
HAFC,Hanmi Financial Corp.,19.1,0.05,591,10.5,0.527,1,-0.9
HALL,"Hallmark Financial Services, Inc.",18.77,0,340,10.4,0,0.6,-4.2
HALO,"Halozyme Therapeutics, Inc.",16.37,0,2395,-55.2,0,1.4,
HARP,"Harpoon Therapeutics, Inc.",13.84,0,340,,,0.2,
HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",28.99,0.046,1904,33.1,1.518,0.6,23.8
HAYN,"Haynes International, Inc.",36.07,0.024,451,78.3,1.91,1.1,33.2
HBB,Hamilton Beach Brands Holding Co.,16.13,0.021,150,10.8,0.232,0.9,9.5
HBCP,"Home Bancorp, Inc.",40.15,0.02,378,11.9,0.237,0.5,1.5
HBMD,"Howard Bancorp, Inc. (Maryland)",17.11,0,326,31.1,0,0.7,7.6
HBNC,"Horizon Bancorp, Inc. (Indiana)",17.45,0.024,786,13.1,0.316,0.8,4.1
HCC,"Warrior Met Coal, Inc.",20.19,0.01,1041,1.6,0.016,1,2.4
HCCI,"Heritage-Crystal Clean, Inc.",26.06,0,604,44.6,0,0.7,52.3
HCI,"HCI Group, Inc.",42.1,0.037,344,22.5,0.827,0.5,7.9
HCKT,"The Hackett Group, Inc.",17.2,0.02,514,26.7,0.544,0.6,16
HCSG,"Healthcare Services Group, Inc.",24.86,0.031,1842,21.7,0.684,0.7,15
HEES,"H&E Equipment Services, Inc.",28.62,0.038,1024,12.3,0.472,1.9,11.5
HELE,Helen of Troy Ltd.,155.55,0,3905,22.6,0,0.7,20.5
HFFG,"HF Foods Group, Inc.",17.79,0,398,59.1,0,-0.1,39.9
HFWA,Heritage Financial Corp. (Washington),27.5,0.025,1014,15.7,0.389,0.9,-0.5
HI,"Hillenbrand, Inc.",30.74,0.027,1926,13.7,0.373,1.1,9
HIBB,"Hibbett Sports, Inc.",20.49,0,361,13.9,0,0.5,5.3
HIFS,Hingham Institution for Savings,189,0.008,402,12.6,0.1,0.5,9.5
HIIQ,"Health Insurance Innovations, Inc.",23.48,0,345,23.2,0,1.7,14.5
HL,Hecla Mining Co.,1.98,0.005,971,-7.9,-0.04,0.3,
HLI,"Houlihan Lokey, Inc.",45.8,0.024,3033,16.5,0.402,1,11.8
HLIO,"Helios Technologies, Inc.",43.11,0.008,1381,22.3,0.186,1.7,17
HLIT,"Harmonic, Inc.",6.9,0,618,-22,0,1,
HLNE,"Hamilton Lane, Inc.",61.11,0.015,3259,42,0.627,0.9,23.1
HLX,"Helix Energy Solutions Group, Inc.",8.28,0,1232,39.6,0,1.7,24.8
HMHC,Houghton Mifflin Harcourt Co.,5.34,0,664,-4.2,0,0.8,
HMN,Horace Mann Educators Corp.,46.03,0.025,1896,16.3,0.404,0.8,9.9
HMST,"HomeStreet, Inc.",27.77,0,678,17.5,0,0.9,8.2
HMSY,HMS Holdings Corp.,37.1,0,3241,31.2,0,1.1,27.3
HMTV,"Hemisphere Media Group, Inc.",12.06,0,476,-206.9,0,0.9,23.6
HNGR,"Hanger, Inc.",21.54,0,804,67.2,0,0.8,19.3
HNI,HNI Corp.,34.76,0.034,1490,17,0.583,1.1,12.7
HNRG,Hallador Energy Co.,3.78,0.042,114,12.8,0.541,0.8,11.2
HOFT,Hooker Furniture Corp.,20.86,0.028,247,8.2,0.231,1,4.7
HOMB,"Home Bancshares, Inc. (Arkansas)",19.01,0.026,3184,11.1,0.285,1,2.9
HOME,"At Home Group, Inc.",9.09,0,582,8.9,0,1.5,16.3
HONE,"HarborOne Bancorp, Inc.",10.15,0,331,44.7,0,0.6,17.5
HOOK,"HOOKIPA Pharma, Inc.",7.92,0,201,,,-0.5,
HOPE,"Hope Bancorp, Inc.",14.56,0.038,1845,10.5,0.403,0.9,0.4
HPR,HighPoint Resources Corp.,1.76,0,376,3.9,0,2.2,8.3
HQY,"HealthEquity, Inc.",60.89,0,4300,42.4,0,1.7,34.3
HR,"Healthcare Realty Trust, Inc.",33.16,0.036,4286,137,4.957,0.4,70.9
HRI,"Herc Holdings, Inc.",49.02,0,1407,16.9,0,2,13.6
HRTG,"Heritage Insurance Holdings, Inc.",14.67,0.016,438,22.8,0.373,0.6,8.7
HRTX,"Heron Therapeutics, Inc.",19.41,0,1549,-7.6,0,1.5,
HSC,Harsco Corp.,19.69,0,1581,16.4,0,1.7,17.5
HSII,"Heidrick & Struggles International, Inc.",27.5,0.02,526,9.7,0.197,1.1,4.9
HSKA,Heska Corp.,72.77,0,567,227.7,0,1,
HSTM,"HealthStream, Inc.",26.67,0,863,66.3,0,0.7,43.2
HT,Hersha Hospitality Trust,15.08,0.074,592,-28.1,-2.086,0.9,30.7
HTBI,"HomeTrust Bancshares, Inc.",26.53,0.007,474,17.4,0.118,0.5,13.8
HTBK,Heritage Commerce Corp.,12.1,0.038,526,10.6,0.404,0.8,-1.7
HTH,"Hilltop Holdings, Inc.",24.7,0.012,2292,14.4,0.175,0.8,4.9
HTLD,"Heartland Express, Inc.",21.48,0.004,1761,21.7,0.081,0.8,15.8
HTLF,"Heartland Financial USA, Inc.",46.03,0.013,1689,11.3,0.147,1,-5.5
HTZ,"Hertz Global Holdings, Inc.",13.33,0,1894,-18.5,0,1.8,29.2
HUBG,"Hub Group, Inc.",46.01,0,1568,18.3,0,1.1,9.8
HUD,Hudson Ltd.,12.09,0,476,48,0,1,11.9
HURC,"Hurco Cos., Inc.",32.02,0.014,217,9.2,0.132,0.9,4
HURN,"Huron Consulting Group, Inc.",63.01,0,1444,54.4,0,0.8,30.4
HVT,"Haverty Furniture Cos., Inc.",19.81,0.036,390,14.8,0.538,0.8,8.6
HWBK,"Hawthorn Bancshares, Inc.",24.29,0.017,152,11,0.182,0.4,0.7
HWC,Hancock Whitney Corp.,38.42,0.028,3296,9.6,0.27,1,2.4
HWKN,"Hawkins, Inc.",43.3,0.021,462,18.4,0.388,1.1,14.4
HY,"Hyster-Yale Materials Handling, Inc.",54.9,0.023,702,27,0.613,1.1,24.1
HZO,"MarineMax, Inc.",15.04,0,326,8.3,0,1.1,8
I,Intelsat SA,23.21,0,3263,-2.8,0,1.7,19
IBCP,Independent Bank Corp. (Michigan),21.86,0.03,492,12.3,0.373,0.8,0.3
IBKC,IBERIABANK Corp.,76.23,0.022,4014,9.9,0.215,0.9,1.3
IBOC,International Bancshares Corp.,39.5,0.023,2593,12.3,0.287,1,-4.1
IBP,"Installed Building Products, Inc.",59.34,0,1781,30,0,1.2,20
IBTX,"Independent Bank Group, Inc.",53.17,0.015,2284,12.4,0.182,1,3.9
ICD,"Independence Contract Drilling, Inc.",1.69,0,130,-4,0,1.4,
ICFI,"ICF International, Inc.",80.73,0.007,1517,23.3,0.162,0.7,18.3
ICHR,Ichor Holdings Ltd.,25.91,0,582,41,0,1.6,27.4
ICPT,"Intercept Pharmaceuticals, Inc.",69.88,0,2285,-6.7,0,1.7,
IDCC,"InterDigital, Inc.",53.52,0.026,1666,64.4,1.684,1.1,28.1
IDEX,"Ideanomics, Inc.",1.62,0,118,27.2,0,1.4,21.9
IDT,IDT Corp.,11.29,0.008,297,26.2,0.209,0.5,8.8
IESC,"IES Holdings, Inc.",20.12,0,427,15.2,0,0.6,10.8
IHC,Independence Holding Co.,39.4,0.009,587,19.3,0.172,0.6,13.9
III,"Information Services Group, Inc.",2.73,0,129,46.2,0,0.7,22.4
IIIN,"Insteel Industries, Inc.",20.99,0.006,404,24,0.137,1,15.8
IIIV,"i3 Verticals, Inc.",20.63,0,564,-161.8,0,1.2,76.3
IIN,Intricon Corp.,21.33,0,187,-1412.6,0,1.6,32.5
IIPR,"Innovative Industrial Properties, Inc.",95.21,0.018,1076,86.2,1.584,1.1,72.6
IIVI,"II-VI, Inc.",39.04,0,2483,23.1,0,1.9,17.5
ILPT,Industrial Logistics Properties Trust,21.92,0.06,1427,21.5,1.293,0.5,28.8
IMAX,IMAX Corp.,21.85,0,1340,28.6,0,0.7,26.6
IMGN,"ImmunoGen, Inc.",3.31,0,496,-2.8,0,1.6,
IMKTA,"Ingles Markets, Inc.",39.36,0.017,558,9.8,0.164,0.7,10.8
IMMR,Immersion Corp.,8.25,0,261,-9.4,0,0.9,
IMMU,"Immunomedics, Inc.",16.59,0,3185,-9.7,0,1.5,
IMXI,"International Money Express, Inc.",13.86,0,526,-607.9,0,0.7,23.6
INBK,First Internet Bancorp,21.91,0.011,218,10.3,0.113,1,-0.9
INDB,Independent Bank Corp. (Massachusetts),73.93,0.022,2541,16.7,0.371,0.9,10.6
INFN,Infinera Corp.,5.46,0,980,-2.4,0,1.2,
INGN,"Inogen, Inc.",48.62,0,1066,25,0,1.2,19.5
INN,"Summit Hotel Properties, Inc.",11.71,0.061,1231,13.4,0.827,0.7,13.1
INO,"Inovio Pharmaceuticals, Inc.",2.48,0,246,-2,0,1.4,
INOV,"Inovalon Holdings, Inc.",17.17,0,2648,-160.5,0,0.6,70.4
INS,Intelligent Systems Corp.,49.21,0,436,51.3,0,1.3,47.9
INSE,"Inspired Entertainment, Inc.",7.48,0,171,-5.1,0,0.5,
INSG,Inseego Corp.,4.99,0,397,-36.7,0,1.2,
INSM,"Insmed, Inc.",19.58,0,1747,-4.8,0,2.1,
INSP,"Inspire Medical Systems, Inc.",66.81,0,1597,-60,0,1.4,
INST,"Instructure, Inc.",39.04,0,1448,-25,0,1.1,
INSW,"International Seaways, Inc.",18.27,0,535,-11.5,0,0.9,51
INT,World Fuel Services Corp.,39.65,0.007,2592,18.7,0.132,1.2,10.1
INTL,"INTL FCStone, Inc.",43.02,0,824,11.1,0,0.9,-7.6
INVA,"Innoviva, Inc.",11.03,0,1117,2.9,0,0.7,5.1
INWK,"InnerWorkings, Inc.",4.1,0,213,-2.7,0,1,
IOSP,"Innospec, Inc.",91.41,0.01,2238,24.3,0.252,1.2,14.4
IOTS,Adesto Technologies Corp.,9.13,0,275,-10,0,1.3,
IOVA,"Iovance Biotherapeutics, Inc.",20.94,0,2593,-15.9,0,2.1,
IPAR,"Inter Parfums, Inc.",67.61,0.015,2126,36.5,0.558,0.7,19.4
IPHI,Inphi Corp.,63.46,0,2882,-32.2,0,1.3,
IPHS,"Innophos Holdings, Inc.",33.34,0.058,656,22.5,1.298,1,14.7
IPI,"Intrepid Potash, Inc.",3.43,0,453,19.4,0,1.2,18.1
IRBT,iRobot Corp.,60.07,0,1689,19.2,0,1.6,16.3
IRDM,"Iridium Communications, Inc.",22.21,0,2906,-39.5,0,2,611.3
IRET,Investors Real Estate Trust,72.64,0.067,933,,,0.6,94.2
IRMD,IRadimed Corp.,22.44,0,255,30.7,0,1.1,24.7
IRT,"Independence Realty Trust, Inc.",14.44,0.05,1315,35.5,1.768,0.5,29.7
IRTC,"iRhythm Technologies, Inc.",81.15,0,2145,-44.4,0,1.7,
IRWD,"Ironwood Pharmaceuticals, Inc.",9.47,0,1482,-6.1,0,1.4,
ISBC,"Investors Bancorp, Inc. (New Jersey)",11.44,0.037,3166,17.1,0.627,0.7,0.2
ISCA,International Speedway Corp.,44.94,0.01,1954,25.9,0.271,0.3,16.7
ISRL,"Isramco, Inc.",122.63,0,333,23,0,0.1,14.4
ISTR,Investar Holding Corp.,23.6,0.009,235,14.3,0.123,0.7,3.2
ITCI,"Intra-Cellular Therapies, Inc.",8.54,0,471,-3,0,1.2,
ITGR,Integer Holdings Corp.,79.55,0,2597,13.6,0,1.2,19.1
ITI,"Iteris, Inc.",6.12,0,248,-26.3,0,1.1,
ITIC,Investors Title Co.,157.87,0.01,298,13,0.132,0.5,8.2
ITRI,"Itron, Inc.",76.84,0,3032,49.4,0,1.4,28
IVC,Invacare Corp.,7.89,0.006,266,-6.6,-0.042,1.2,
IVR,"Invesco Mortgage Capital, Inc.",15.69,0.111,2241,-15.5,-1.722,0.5,11.3
JACK,"Jack in the Box, Inc.",89.57,0.018,2313,26,0.464,0.3,17
JAG,"Jagged Peak Energy, Inc.",7.71,0,1645,15.4,0,1.5,14.3
JAX,"J. Alexander's Holdings, Inc.",11.65,0,171,27.1,0,0.5,30.1
JBSS,"John B. Sanfilippo & Son, Inc.",93.76,0.027,1068,27.2,0.739,0.4,19.8
JBT,John Bean Technologies Corp.,102.91,0.004,3258,26.7,0.104,1.2,22.9
JCAP,"Jernigan Capital, Inc.",19.61,0.071,436,8.7,0.622,0.5,9.9
JCOM,"j2 Global, Inc.",90.77,0.019,4440,30.1,0.583,1,20.4
JCP,"J. C. Penney Co., Inc.",0.95,0,302,-1.1,0,1.5,349.1
JELD,"JELD-WEN Holding, Inc.",19.16,0,1927,18.2,0,1.1,17
JILL,"J.Jill, Inc.",1.92,0,85,-1,0,1.3,
JJSF,J&J Snack Foods Corp.,191.64,0.01,3611,39.1,0.397,0.3,26.4
JNCE,"Jounce Therapeutics, Inc.",3.38,0,111,-3.8,0,1.8,
JOE,The St. Joe Co.,16.77,0,1010,57.1,0,0.8,45
JOUT,"Johnson Outdoors, Inc.",57.24,0.01,575,13.3,0.13,0.8,6.5
JRVR,James River Group Holdings Ltd.,49.95,0.024,1517,20.2,0.486,0.5,15.6
JYNT,The Joint Corp. (United States),18.91,0,262,124,0,0.7,87.2
KAI,"Kadant, Inc.",86.96,0.01,979,15,0.156,1,12.7
