Ticker,Name,Price,Dividend Yield,Market Cap,P/E Ratio,Payout Ratio,Beta,EV/EBIT Ratio
WNEB,"Western New England Bancorp, Inc.",9.81,0.018000000000000002,261,18.7,0.344,0.6,4.9
WOR,"Worthington Industries, Inc.",37.53,0.025,2107,14.0,0.343,1.4,11.2
WOW,"WideOpenWest, Inc.",6.35,0.0,536,7.9,0.0,0.8,11.4
WRE,Washington Real Estate Investment Trust,27.27,0.044,2184,290.1,12.765999999999998,0.6,71.4
WSBC,"WesBanco, Inc.",37.97,0.032,2077,12.6,0.399,0.8,4.0
WSBF,"Waterstone Financial, Inc.",17.29,0.028,475,15.1,0.42,0.3,11.4
WSFS,WSFS Financial Corp.,44.45,0.01,2355,14.0,0.142,0.8,0.6
WSR,Whitestone REIT,13.43,0.085,540,29.5,2.504,0.6,23.6
WTBA,"West Bancorporation, Inc.",22.2,0.036000000000000004,364,13.0,0.473,0.9,1.0
WTS,"Watts Water Technologies, Inc.",94.79,0.009000000000000001,3215,25.3,0.23,1.1,16.8
WTTR,"Select Energy Services, Inc.",9.02,0.0,958,35.1,0.0,1.1,17.6
WW,"Weight Watchers International, Inc.",37.12,0.0,2498,15.8,0.0,0.1,11.1
WWW,"Wolverine World Wide, Inc.",27.93,0.013,2381,14.8,0.191,0.9,12.3
XAN,Exantas Capital Corp.,11.66,0.064,372,14.5,0.93,0.5,9.2
XHR,"Xenia Hotels & Resorts, Inc.",21.41,0.051,2412,17.5,0.897,0.9,16.8
XNCR,"Xencor, Inc.",36.91,0.0,2090,42.4,0.0,1.4,33.5
XPER,Xperi Corp.,20.36,0.039,1005,32.3,1.269,1.3,21.6
YELP,"Yelp, Inc.",35.47,0.0,2519,47.7,0.0,1.3,61.1
YETI,"YETI Holdings, Inc.",28.94,0.0,2457,36.5,0.0,-0.2,25.0
YORW,York Water Co.,41.27,0.017,536,38.1,0.634,0.5,26.8
ZUMZ,"Zumiez, Inc.",30.65,0.0,790,14.4,0.0,1.2,8.1
ZYXI,"Zynex, Inc.",9.99,0.0,324,33.2,0.0,0.6,25.1
